id,predicted
463141,3579 3665 7265
463142,493 1669 1600
463143,7244 5123 5130
463144,3381 994 4112
463145,683 7404 1086
463146,6889 1055 7135
463147,6664 4821 298
463148,7532 1366 2524
463149,938 400 1963
463150,6567 2687 3133
463151,3893 2069 7200
463152,1797 7086 2498
463153,7574 4542 6507
463154,4923 8073 4016
463155,1136 4352 2232
463156,2827 7161 4459
463157,2445 4541 1496
463158,7644 1513 4412
463159,2183 752 4113
463160,7436 1839 6781
463161,5916 2574 7737
463162,3934 513 7469
463163,3948 6148 6427
463164,5506 477 1607
463165,6321 6026 1676
463166,5279 7850 3197
463167,4 6538 8113
463168,5211 8060 6525
463169,1898 999 3066
463170,7134 403 1093
463171,548 7647 1591
463172,7050 731 5838
463173,7094 5891 7806
463174,4018 1662 4612
463175,7775 5398 1169
463176,689 3870 6378
463177,5187 5398 2314
463178,2570 3062 7574
463179,5406 1190 6516
463180,2547 3232 2138
463181,2314 4122 639
463182,6394 6304 3125
463183,1941 2391 2690
463184,2862 2639 2323
463185,3115 4894 6289
463186,2322 5851 3021
463187,4078 7973 2872
463188,2347 5607 55
463189,5249 4331 3211
463190,5383 4862 23
463191,4911 2554 6903
463192,2652 1201 71
463193,3981 2133 3304
463194,1047 2944 3888
463195,3888 1632 7453
463196,1342 7835 2648
463197,2438 5771 1310
463198,7061 4569 3219
463199,3120 5276 8136
463200,7217 1663 6178
463201,6210 3728 3838
463202,4213 5327 4363
463203,2063 5684 1433
463204,2245 518 1367
463205,1047 235 3001
463206,3316 3882 60
463207,2258 2954 6234
463208,6841 6944 4680
463209,6419 5709 451
463210,3483 7469 5673
463211,370 2366 2998
463212,456 8012 6841
463213,3790 7054 5851
463214,8097 7568 897
463215,7048 8093 1285
463216,490 3284 7033
463217,3750 504 964
463218,7453 236 1162
463219,5678 4840 3053
463220,3594 6733 7803
463221,5084 1518 5331
463222,433 2832 5112
463223,429 6841 3680
463224,708 6917 5003
463225,7524 1208 1698
463226,906 2396 1409
463227,232 3449 2979
463228,497 3872 5922
463229,2180 6757 2725
463230,5865 1211 6513
463231,3414 7498 4786
463232,2100 989 1672
463233,4400 8044 4818
463234,2481 7421 5772
463235,7488 1957 420
463236,466 6478 3684
463237,3371 3102 5708
463238,7520 2899 1845
463239,1607 5781 710
463240,6897 1816 5625
463241,1486 8106 5272
463242,4507 6058 1117
463243,3062 245 4821
463244,869 5886 546
463245,1564 3708 7356
463246,6572 2467 8094
463247,27 7590 4853
463248,3551 3091 7358
463249,7892 4618 366
463250,441 916 2657
463251,314 7084 3372
463252,5317 1500 8124
463253,7679 7705 1397
463254,2983 2039 1649
463255,2804 4462 367
463256,5946 1515 7381
463257,1137 6113 162
463258,3732 322 650
463259,4926 6577 6604
463260,7542 2081 5696
463261,5014 7891 5340
463262,1717 3623 218
463263,2381 6487 4970
463264,2322 7667 3736
463265,2689 3840 1330
463266,5111 6833 4991
463267,3816 862 4634
463268,7824 2222 7770
463269,1781 168 3907
463270,7074 3164 3906
463271,215 6160 6951
463272,2588 5260 4512
463273,6768 1764 7756
463274,7205 5416 7030
463275,7386 4608 3440
463276,2525 1612 2101
463277,6844 2055 1205
463278,3098 1361 4374
463279,26 4207 2813
463280,5507 194 2760
463281,139 7235 3200
463282,4613 6072 3867
463283,2001 5785 7162
463284,4527 3878 3619
463285,3453 3960 3108
463286,3328 6133 1688
463287,1529 6269 2526
463288,159 4886 7627
463289,6875 6542 7349
463290,8105 2958 5298
463291,3513 4080 6219
463292,3771 2637 2534
463293,2402 5918 4044
463294,6715 3907 3876
463295,7905 1992 1352
463296,5626 5812 538
463297,5368 6957 5386
463298,6282 4030 1432
463299,5428 2191 5432
463300,4834 5151 586
463301,4762 6091 1863
463302,5115 1188 5561
463303,1302 7317 5611
463304,2645 71 2847
463305,4978 7417 6522
463306,7881 593 6511
463307,1993 7459 794
463308,910 3607 2246
463309,1926 2558 5572
463310,2395 7035 5992
463311,6495 6952 2248
463312,2752 5700 6731
463313,1024 2919 429
463314,4121 6745 1151
463315,5459 2737 5352
463316,1151 619 3546
463317,108 7725 5643
463318,4150 7977 494
463319,4337 7116 7188
463320,5935 5194 5576
463321,1440 3466 6967
463322,7584 7375 7113
463323,1669 7139 792
463324,1938 1912 1648
463325,3484 5007 2801
463326,7500 4739 1154
463327,3265 5030 211
463328,3378 7966 3667
463329,6564 6030 2656
463330,658 596 2255
463331,7030 6815 8051
463332,5356 2114 5858
463333,3591 5500 2472
463334,945 2338 4042
463335,5263 6081 3150
463336,852 5022 4784
463337,2928 2778 3843
463338,4804 1918 4977
463339,638 3533 6342
463340,4935 227 3159
463341,5238 2886 601
463342,7673 2043 214
463343,1622 4844 5330
463344,3085 3639 4790
463345,7169 4922 446
463346,920 6343 2162
463347,3009 4183 4929
463348,5341 3549 7599
463349,4775 2673 3592
463350,3056 3893 1611
463351,6505 4365 2116
463352,1905 201 8116
463353,928 5254 6391
463354,1398 1381 967
463355,7065 85 5677
463356,999 7737 5859
463357,4014 671 6045
463358,3941 1291 907
463359,4333 6345 4910
463360,3193 7225 7834
463361,7039 3824 1814
463362,5692 1973 2717
463363,2546 5819 7560
463364,3570 1241 6204
463365,1195 6243 891
463366,6374 2106 6836
463367,6939 1971 6028
463368,4122 5088 4565
463369,2551 1373 5729
463370,402 2026 1717
463371,6643 2662 7937
463372,1554 2467 1279
463373,2187 8055 7773
463374,6998 635 6679
463375,6041 5803 4620
463376,7080 5183 634
463377,7419 3270 6143
463378,170 161 2003
463379,182 3038 6233
463380,7493 2431 1200
463381,4959 5633 5401
463382,2129 1110 7033
463383,1298 3771 7735
463384,946 1778 3281
463385,2446 7804 1638
463386,3441 2525 6970
463387,2217 4455 5098
463388,3536 642 7484
463389,3523 5568 4720
463390,6707 2827 4177
463391,1869 4210 3176
463392,3296 4440 2343
463393,2626 6414 6142
463394,7414 1792 4488
463395,1541 2666 4217
463396,2371 4924 2588
463397,4315 6157 3022
463398,1188 4516 6964
463399,7204 584 1120
463400,1609 2502 861
463401,7152 3245 3787
463402,2570 6301 5527
463403,4985 755 5614
463404,1777 1203 2330
463405,6792 6052 828
463406,5895 8100 171
463407,3631 4945 3018
463408,2222 3789 1695
463409,4925 2423 653
463410,872 5074 2939
463411,3777 2275 5348
463412,6821 6606 3777
463413,4943 1822 7446
463414,672 4389 4111
463415,5366 5594 7666
463416,6210 4512 6679
463417,4562 1494 4694
463418,5315 4454 3217
463419,2830 1667 6245
463420,2524 7721 3273
463421,4606 3484 5088
463422,312 5070 3771
463423,743 2542 2777
463424,6591 7593 4572
463425,2442 6811 2153
463426,298 6180 6091
463427,5378 2785 2067
463428,3422 5988 2619
463429,2391 5618 5726
463430,4929 7906 6771
463431,2190 2613 7732
463432,3888 5876 2850
463433,3423 1616 1186
463434,1950 6651 7406
463435,4449 2647 3880
463436,1700 3764 5273
463437,7659 5138 3139
463438,838 5575 7860
463439,1372 5606 4960
463440,639 7005 3528
463441,2640 3938 3432
463442,7260 3500 7391
463443,4952 132 7895
463444,401 1126 224
463445,2349 6042 1979
463446,6294 3112 2439
463447,4209 3673 2643
463448,271 7445 4931
463449,5736 2121 6320
463450,7711 7764 4915
463451,524 3213 6563
463452,3015 1189 3462
463453,7996 4204 523
463454,334 1228 8022
463455,49 4506 3579
463456,6699 6899 3730
463457,4560 5674 7591
463458,4472 4845 3351
463459,3621 5904 1876
463460,1370 1354 4688
463461,813 5370 4140
463462,2808 6274 280
463463,2072 7468 3945
463464,6300 4236 2930
463465,1924 4798 6084
463466,3937 2284 7383
463467,6600 7248 6973
463468,7535 7051 4130
463469,7894 5742 326
463470,4082 4614 7161
463471,5910 3431 6908
463472,5009 2673 966
463473,219 2120 2372
463474,6648 7684 7718
463475,3904 1475 7525
463476,3587 3352 771
463477,2997 3643 1345
463478,7396 1146 5292
463479,7405 812 389
463480,3443 6422 4693
463481,5110 4322 509
463482,149 4519 2695
463483,6788 7573 7680
463484,2096 7840 7083
463485,222 5138 3994
463486,5728 5450 5274
463487,7482 6796 1797
463488,2292 6576 7064
463489,4283 4594 1490
463490,2061 954 4449
463491,107 6601 1047
463492,7403 7433 7115
463493,7875 7210 4137
463494,6757 555 7974
463495,6143 2112 294
463496,1105 4184 164
463497,3408 5989 67
463498,3076 6815 4269
463499,1849 568 5875
463500,2701 8132 1067
463501,4923 1448 2057
463502,5259 485 5185
463503,3387 6471 4489
463504,7089 2784 1637
463505,2604 5344 7883
463506,2830 1052 7499
463507,4636 3201 3661
463508,812 2385 5061
463509,3451 7018 879
463510,5018 4734 2427
463511,2210 643 4692
463512,4933 4429 1319
463513,331 1293 4378
463514,1371 4245 7565
463515,2048 5635 7174
463516,4857 5546 3761
463517,7581 3688 6120
463518,4703 3011 807
463519,785 2849 1421
463520,4697 3835 1743
463521,1976 424 1017
463522,2281 1614 4675
463523,1764 5703 5062
463524,4364 2920 3059
463525,7714 5957 315
463526,2053 2457 2358
463527,1734 369 2434
463528,5319 3947 6606
463529,1426 2970 7909
463530,3570 4102 5313
463531,3795 4207 671
463532,7965 360 2261
463533,2055 3633 5278
463534,3886 2213 837
463535,8133 7369 4064
463536,5145 5573 4574
463537,378 4803 6338
463538,6516 2972 5139
463539,2615 5830 6948
463540,4817 2590 3210
463541,290 2611 5704
463542,181 352 8034
463543,5095 7644 2948
463544,5113 1847 4934
463545,4080 7769 5182
463546,5360 8048 4480
463547,4901 1155 6932
463548,2081 6629 5103
463549,5613 5686 310
463550,7430 6168 5639
463551,1789 6238 8116
463552,768 4833 6945
463553,4356 1581 2225
463554,1467 1021 3821
463555,2993 6739 7088
463556,6664 3541 1752
463557,6732 3982 5918
463558,5760 3349 5582
463559,5474 3093 534
463560,7231 3301 5979
463561,5055 3136 8013
463562,7304 6479 5632
463563,5417 7800 7881
463564,6722 3991 392
463565,3430 5964 5423
463566,2074 6385 7108
463567,4870 3260 4172
463568,3374 6120 3970
463569,4011 6100 5301
463570,7629 12 7341
463571,377 5300 3447
463572,5875 4583 1880
463573,7722 324 6428
463574,169 3385 3771
463575,7365 2163 1845
463576,2329 4400 2809
463577,7947 4842 7062
463578,5890 6987 5337
463579,1347 6878 3083
463580,6340 1279 7497
463581,3584 2645 2771
463582,5515 7692 5504
463583,1724 2564 2846
463584,4936 1246 6481
463585,3622 6348 1814
463586,6577 5090 4928
463587,6486 1384 5446
463588,6217 7033 4776
463589,7112 6869 7164
463590,1078 656 1123
463591,5764 6137 4121
463592,2166 4212 3003
463593,133 4982 4780
463594,3352 8122 1909
463595,5777 59 7479
463596,427 5326 3421
463597,4655 3653 6999
463598,1292 5677 4528
463599,7165 4042 5915
463600,3003 3309 3109
463601,2807 5385 4407
463602,6849 3586 1209
463603,929 1372 2304
463604,778 3213 4157
463605,2379 6273 4
463606,7700 8078 6457
463607,3117 5044 5947
463608,5448 731 2973
463609,8108 2989 2986
463610,4959 4069 4570
463611,5196 4741 3871
463612,1024 5919 1069
463613,2643 3588 4531
463614,154 4173 5721
463615,1617 8027 1369
463616,3169 2133 4993
463617,7467 5674 4381
463618,4082 4651 653
463619,6480 6913 780
463620,2820 5028 722
463621,1530 1024 946
463622,2396 3694 5018
463623,1790 1182 3420
463624,6438 3745 7607
463625,4171 5319 3490
463626,2863 2832 7955
463627,2914 4764 3209
463628,2515 5415 3166
463629,2810 3365 953
463630,8063 28 2400
463631,6470 5891 6966
463632,7640 1857 6924
463633,3068 1358 8127
463634,7780 2282 3681
463635,4171 843 6424
463636,1447 6196 6918
463637,8076 4044 1850
463638,6537 7324 7881
463639,7893 1979 4487
463640,3986 1861 5443
463641,6115 256 5847
463642,2818 596 3949
463643,3644 4009 3494
463644,2028 4164 830
463645,4425 3846 927
463646,1979 4242 4967
463647,3146 7262 115
463648,4567 3873 7385
463649,2742 4247 7928
463650,2944 389 1418
463651,213 5222 3515
463652,7849 5050 7217
463653,7633 2573 4558
463654,5876 7499 1017
463655,2575 4549 7051
463656,5297 1119 5954
463657,4628 3367 6313
463658,864 7763 2748
463659,2359 5109 7224
463660,2878 2853 4420
463661,6714 2917 709
463662,6870 1858 4285
463663,7917 4104 3255
463664,3450 3768 2253
463665,4291 7801 2089
463666,1219 6988 2512
463667,3518 2136 5910
463668,7345 951 6091
463669,3057 5031 2796
463670,4472 6764 761
463671,4976 3891 6743
463672,112 5908 3012
463673,4447 2927 7317
463674,4943 7326 7310
463675,5498 3030 6548
463676,286 3175 6873
463677,5351 5254 1630
463678,141 4193 38
463679,5925 5248 6122
463680,3058 2946 1303
463681,4139 6858 6027
463682,818 6963 6712
463683,3164 7317 4036
463684,3112 4368 3341
463685,8019 6647 7825
463686,6359 6370 464
463687,5443 248 2444
463688,7808 985 2744
463689,7132 5971 923
463690,2186 5286 869
463691,4035 5056 7506
463692,6323 2331 1918
463693,1310 4723 7816
463694,885 6963 5532
463695,7382 6760 3021
463696,955 4219 6569
463697,335 7022 5604
463698,5649 2029 7801
463699,998 7585 4207
463700,6792 6489 338
463701,119 5256 6981
463702,5579 7010 6935
463703,1535 2012 3440
463704,2212 73 3720
463705,917 8086 3579
463706,7919 454 3933
463707,297 3537 838
463708,5271 2778 2432
463709,502 4136 5775
463710,5393 2502 948
463711,5855 1645 2947
463712,2090 5079 5720
463713,124 5574 3828
463714,2457 6064 4509
463715,1721 5436 4785
463716,7831 4436 1442
463717,2212 7928 6290
463718,7231 2690 1092
463719,1401 1698 1760
463720,1160 5915 7684
463721,7401 6323 3587
463722,504 6001 7734
463723,1724 4279 5498
463724,3602 4755 2730
463725,8141 3593 4834
463726,4985 6749 2264
463727,2145 3274 1173
463728,7858 7423 1823
463729,7530 6017 2790
463730,5724 2380 6222
463731,1010 2678 2119
463732,697 7957 281
463733,3857 1617 3024
463734,5078 5422 716
463735,4408 1876 1168
463736,394 6183 1248
463737,4869 838 7469
463738,3553 7012 6902
463739,1366 3961 2971
463740,6975 1243 2970
463741,1878 1990 2200
463742,5317 3882 8070
463743,7921 3107 7927
463744,4026 5192 1193
463745,7061 2424 2811
463746,7636 1694 5436
463747,1457 7007 3884
463748,3473 6887 3866
463749,3583 7829 5351
463750,1632 2847 5428
463751,7547 1715 3191
463752,3072 5238 1721
463753,390 258 2077
463754,7941 1288 5475
463755,3973 906 3045
463756,5475 8124 7593
463757,3695 4787 3957
463758,4008 2683 7588
463759,4562 4538 4428
463760,1409 6624 2762
463761,378 6495 667
463762,1256 7406 5063
463763,1741 1665 1655
463764,2115 5125 2464
463765,2144 1847 4653
463766,257 4300 5075
463767,1345 4589 5675
463768,4130 1416 1276
463769,4605 5144 4883
463770,1061 4765 7364
463771,7014 2807 1100
463772,1163 7357 2032
463773,5614 4512 8069
463774,1825 6924 4670
463775,2762 3545 4026
463776,2014 4540 700
463777,3605 2019 4904
463778,6883 2465 6252
463779,6810 649 4163
463780,5998 1229 1690
463781,1390 7488 3793
463782,4055 7188 5177
463783,3052 0 1260
463784,1502 3935 7796
463785,441 5829 4871
463786,3794 1938 5429
463787,7133 7845 7988
463788,5725 7601 7532
463789,7274 4916 5451
463790,6826 6322 4666
463791,3059 1730 7017
463792,1980 3275 2877
463793,520 2221 1138
463794,4279 7081 1981
463795,2373 7767 6670
463796,6418 162 2644
463797,5932 3954 4974
463798,1134 3607 2831
463799,7175 7412 8122
463800,4103 2423 3810
463801,7708 4324 7708
463802,5818 7718 6651
463803,678 6652 3614
463804,2627 7669 7273
463805,3779 3854 5270
463806,7011 1063 7626
463807,7699 8133 391
463808,1676 5472 6086
463809,8042 1379 2485
463810,1234 5173 3249
463811,7797 7294 5530
463812,7692 1661 1561
463813,6140 3320 224
463814,5872 5286 7304
463815,6089 5685 6478
463816,3130 359 3610
463817,3272 5384 4343
463818,6660 6978 1467
463819,4915 3885 4630
463820,6899 7608 3080
463821,3401 2495 4226
463822,5541 6928 6208
463823,3082 7830 7760
463824,2252 754 4451
463825,4498 416 1511
463826,3584 41 2668
463827,367 7740 7985
463828,3615 4037 3608
463829,4425 7058 5806
463830,8109 5976 6944
463831,1018 7203 6161
463832,3409 6361 1111
463833,2161 7324 5875
463834,6467 4127 2756
463835,5211 2700 365
463836,6749 7455 1730
463837,2546 5553 304
463838,7865 617 2068
463839,4176 7756 3908
463840,3518 1680 1174
463841,5481 6528 3583
463842,4575 3437 326
463843,1516 141 1375
463844,2597 737 7972
463845,7877 7658 375
463846,7144 1827 8024
463847,6571 2167 1346
463848,5767 6064 2668
463849,1102 6641 92
463850,5604 6756 7716
463851,4952 7435 4920
463852,4979 4905 2593
463853,2697 5307 7609
463854,1685 3061 5816
463855,3446 7911 789
463856,4797 3657 2959
463857,7278 7903 3065
463858,3742 2701 4765
463859,3895 7506 6890
463860,2508 6363 2067
463861,3678 4219 3254
463862,3842 1524 4991
463863,72 523 7039
463864,5891 215 5087
463865,2309 6907 5797
463866,718 5684 2106
463867,2713 598 5345
463868,5138 316 282
463869,2316 8091 5980
463870,4381 5989 8088
463871,2314 1363 3719
463872,437 954 201
463873,2258 1189 4287
463874,257 49 3963
463875,5352 590 3698
463876,1016 4833 2349
463877,5399 233 3085
463878,3460 5179 1914
463879,1252 2099 5880
463880,3804 7308 7591
463881,4780 4927 4238
463882,284 6796 3841
463883,592 5813 4647
463884,6458 6777 4096
463885,796 309 1171
463886,4965 6297 2436
463887,7982 1158 2339
463888,5334 6299 4935
463889,4278 5756 7945
463890,6878 5979 4857
463891,7765 4600 7272
463892,3245 1269 6995
463893,4184 3699 2445
463894,3805 2652 3976
463895,1855 2328 6571
463896,4416 3009 1898
463897,7015 2373 4875
463898,2375 6204 4051
463899,4626 3733 4525
463900,7971 6530 5727
463901,6949 3437 5529
463902,7705 6105 5820
463903,2134 5888 6633
463904,3814 7047 6549
463905,3234 536 417
463906,4123 3938 1218
463907,7870 121 3469
463908,3603 7721 1612
463909,6963 5242 7746
463910,2308 862 4972
463911,1880 4164 4498
463912,2509 7331 7108
463913,549 4084 4238
463914,4035 1400 332
463915,5550 3382 6139
463916,677 113 3234
463917,684 5142 1403
463918,278 5882 6621
463919,8008 4905 581
463920,5579 3639 7312
463921,4705 6889 6711
463922,7305 3388 6349
463923,595 5982 4045
463924,3696 3263 427
463925,4147 2978 4782
463926,3619 2824 6294
463927,7006 3280 5238
463928,7132 5213 7607
463929,197 12 6863
463930,418 2771 5756
